Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,67.01185607910156,69.58687591552734,66.36810302734375,69.2190170288086,57.29618453979492,1860224
2010-01-05,69.43360137939453,71.1119613647461,69.43360137939453,70.82073974609375,58.62202453613281,2280286
2010-01-06,70.96635437011719,79.24320220947266,70.50653076171875,77.8100814819336,64.40745544433594,7326390
2010-01-07,79.61106872558594,79.61106872558594,74.03185272216797,74.59896850585938,61.74946212768555,4759208
2010-01-08,75.0741195678711,77.86373138427734,73.90923309326172,75.54161071777344,62.529727935791016,3324076
2010-01-11,75.71788024902344,77.70278930664062,75.71788024902344,76.89043426513672,63.64622497558594,1196678
2010-01-12,77.3272705078125,78.4768295288086,70.75942993164062,71.83235931396484,59.459388732910156,3772479
2010-01-13,72.79032135009766,73.40342712402344,70.1999740600586,71.02766418457031,58.793312072753906,4749944
2010-01-14,71.99329376220703,74.64495086669922,71.59477996826172,73.95521545410156,61.216590881347656,3145358
2010-01-15,74.3384017944336,74.70626068115234,72.4454574584961,73.93988800048828,61.203895568847656,1360965
2010-01-18,72.98191833496094,73.93988800048828,72.68302917480469,73.05855560302734,60.474369049072266,3677989
2010-01-19,73.54903411865234,74.79056549072266,72.03927612304688,72.767333984375,60.23331069946289,538104
2010-01-20,73.57202911376953,73.9935302734375,72.2002182006836,73.28846740722656,60.66469192504883,739585
2010-01-21,72.03927612304688,73.54137420654297,71.27290344238281,71.67908477783203,59.332523345947266,541020
2010-01-22,70.96635437011719,72.3458251953125,68.2073974609375,71.05065155029297,58.81232833862305,616336
2010-01-25,69.74015045166016,70.81307983398438,68.39899444580078,69.63285827636719,57.638755798339844,5020131
2010-01-27,69.89342498779297,70.33026123046875,66.30679321289062,68.22272491455078,56.47151184082031,3143290
2010-01-28,68.22272491455078,69.43360137939453,67.59429931640625,68.18441009521484,56.43979263305664,2610176
2010-01-29,66.981201171875,68.36067962646484,65.92359924316406,67.93917083740234,56.23679733276367,787492
2010-02-01,66.981201171875,71.10430145263672,66.981201171875,70.16165924072266,58.07645034790039,712157
2010-02-02,70.81307983398438,73.55670166015625,69.60220336914062,71.55645751953125,59.23101043701172,3048356
2010-02-03,72.03927612304688,74.79822540283203,71.58711242675781,74.57598114013672,61.73042678833008,1353188
2010-02-04,73.57202911376953,74.21578216552734,72.49909973144531,73.34211730957031,60.709102630615234,659441
2010-02-05,70.50653076171875,72.3458251953125,67.74757385253906,71.56412506103516,59.23735427856445,1147355
2010-02-08,70.50653076171875,73.57202911376953,70.50653076171875,72.3534927368164,59.89076232910156,3916501
2010-02-09,72.3534927368164,74.26176452636719,71.66374969482422,73.38043212890625,60.740821838378906,3926418
2010-02-10,72.03927612304688,74.47634887695312,72.03927612304688,73.74063110351562,61.03896713256836,373126
2010-02-11,73.1122055053711,75.56460571289062,73.1122055053711,74.44569396972656,61.622596740722656,2333471
2010-02-15,75.10477447509766,76.02442932128906,74.4916763305664,74.98982238769531,62.072994232177734,1101359
2010-02-16,75.87115478515625,76.76781463623047,75.26571655273438,76.28499603271484,63.145076751708984,841741
2010-02-17,78.18560791015625,80.60735321044922,77.00538635253906,79.49610900878906,65.8030776977539,4883188
2010-02-18,79.4577865600586,79.4577865600586,76.03208923339844,77.23530578613281,63.93168640136719,1603391
2010-02-19,75.258056640625,77.31193542480469,73.57202911376953,75.79451751708984,62.73908233642578,1508086
2010-02-22,76.79080200195312,76.94407653808594,74.3460693359375,75.4036636352539,62.41555404663086,1656459
2010-02-23,75.4036636352539,76.239013671875,74.6679458618164,75.29637145996094,62.32673263549805,965962
2010-02-24,74.79822540283203,75.41899108886719,74.3384017944336,75.22740173339844,62.2696418762207,896212
2010-02-25,73.57202911376953,75.54927825927734,73.57202911376953,74.55298614501953,61.71139144897461,1786507
2010-02-26,74.64495086669922,75.97844696044922,73.59501647949219,74.5836410522461,61.73677444458008,2971468
2010-03-02,75.10477447509766,75.10477447509766,64.14561462402344,74.43036651611328,61.60989761352539,3737920
2010-03-03,74.4916763305664,76.85211181640625,74.4916763305664,75.9171371459961,62.840576171875,2785476
2010-03-04,76.17770385742188,78.15495300292969,74.85953521728516,75.77919006347656,62.72639846801758,2648043
2010-03-05,75.87115478515625,77.65680694580078,75.60292053222656,77.23530578613281,63.93168640136719,1265626
2010-03-08,77.86373138427734,78.15495300292969,76.94407653808594,77.4958724975586,64.1473617553711,1182684
2010-03-09,77.44989013671875,77.67980194091797,76.49958038330078,77.36558532714844,64.0395278930664,474584
2010-03-10,77.4039077758789,77.4039077758789,73.87857818603516,74.52999877929688,61.69236373901367,885904
2010-03-11,69.31864166259766,74.33074188232422,69.31864166259766,72.74433898925781,60.21428680419922,1094940
2010-03-12,73.1122055053711,74.75224304199219,72.80564880371094,73.56436157226562,60.89304733276367,625966
2010-03-15,73.72530364990234,74.18512725830078,72.6677017211914,73.6026840209961,60.92477798461914,453100
2010-03-16,74.25410461425781,75.10477447509766,73.57202911376953,74.64495086669922,61.78752517700195,606504
2010-03-17,75.68722534179688,75.68722534179688,73.41875457763672,73.8249282836914,61.10873794555664,2145365
2010-03-18,76.3156509399414,76.3156509399414,72.80564880371094,73.57202911376953,60.899391174316406,680293
2010-03-19,72.03927612304688,73.9935302734375,72.03927612304688,73.58735656738281,60.91209411621094,919288
2010-03-22,73.41875457763672,73.41875457763672,70.97401428222656,71.38019561767578,59.08510971069336,1875340
2010-03-23,71.57945251464844,72.4224624633789,69.91641998291016,71.22692108154297,58.95823669433594,582769
2010-03-25,70.08502197265625,72.80564880371094,70.04669952392578,72.1005859375,59.68141174316406,919927
2010-03-26,71.27290344238281,73.1888427734375,71.27290344238281,72.61405944824219,60.10643768310547,502469
2010-03-29,72.66004180908203,74.3384017944336,71.6024398803711,72.2691879272461,59.82096862792969,1893321
2010-03-30,73.2654800415039,74.79822540283203,71.73272705078125,72.64471435546875,60.1318244934082,2099402
2010-03-31,70.82840728759766,73.87857818603516,70.82840728759766,71.99329376220703,59.59260940551758,1274812
2010-04-01,72.3458251953125,73.78661346435547,72.3458251953125,73.44174194335938,60.79156494140625,1354669
2010-04-05,74.18512725830078,74.93617248535156,73.27313995361328,74.60663604736328,61.75580978393555,1829508
2010-04-06,74.85953521728516,75.5032958984375,73.80194091796875,74.16213989257812,61.38787078857422,2272189
2010-04-07,74.4916763305664,76.33097839355469,74.40737915039062,75.4266586303711,62.43457794189453,3406385
2010-04-08,75.64124298095703,76.4842529296875,74.79822540283203,75.35002136230469,62.37113952636719,2483241
2010-04-09,75.10477447509766,75.86348724365234,74.3384017944336,75.03580474853516,62.11104965209961,902527
2010-04-12,74.95916748046875,75.41133117675781,74.10848999023438,74.38438415527344,61.57183837890625,674421
2010-04-13,74.93617248535156,75.19673919677734,73.11986541748047,75.05113220214844,62.123741149902344,592633
2010-04-15,75.258056640625,75.258056640625,74.19279479980469,74.76757049560547,61.8890266418457,1185209
2010-04-16,74.50700378417969,74.9821548461914,73.90156555175781,74.27709197998047,61.483028411865234,472803
2010-04-19,73.57202911376953,76.28499603271484,73.1122055053711,75.6489028930664,62.61853790283203,1259396
2010-04-20,76.50724792480469,80.77595520019531,75.41899108886719,80.07855224609375,66.28520202636719,4616328
2010-04-21,80.74530029296875,83.99473571777344,80.31613159179688,83.4352798461914,69.0637435913086,3406640
2010-04-22,83.8414535522461,85.52748107910156,80.24715423583984,84.830078125,70.21826934814453,2397585
2010-04-23,87.2441635131836,89.92647552490234,84.00239562988281,86.2632064819336,71.40457916259766,2424999
2010-04-26,86.44713592529297,88.28643035888672,85.53514862060547,87.84960174560547,72.71770477294922,2764383
2010-04-27,87.9798812866211,91.16800689697266,86.99125671386719,88.98383331298828,73.65654754638672,8516839
2010-04-28,88.43970489501953,89.65058135986328,85.83403015136719,86.33984375,71.46798706054688,5317518
2010-04-29,86.60041046142578,87.36678314208984,85.27457427978516,86.05628204345703,71.23326110839844,3714648
2010-04-30,86.60041046142578,86.98359680175781,85.10597229003906,86.22488403320312,71.37283325195312,1541940
2010-05-03,85.8187026977539,88.18680572509766,84.60783386230469,87.0678939819336,72.07064056396484,4096224
2010-05-04,84.45455932617188,87.96455383300781,79.40414428710938,86.28619384765625,71.42359161376953,2414424
2010-05-05,85.9873046875,87.45108032226562,83.68817901611328,86.63106536865234,71.70904541015625,2806314
2010-05-06,86.17890167236328,87.04490661621094,85.09831237792969,86.60041046142578,71.68367767333984,3221724
2010-05-07,85.8187026977539,86.37049865722656,84.30128479003906,85.95664978027344,71.15081024169922,3313676
2010-05-10,85.9873046875,89.35935974121094,85.83403015136719,89.0451431274414,73.70730590820312,2912443
2010-05-11,89.48197937011719,89.48197937011719,87.69632720947266,89.09879302978516,73.75171661376953,1861777
2010-05-12,89.51263427734375,92.07999420166016,86.44713592529297,89.01448822021484,73.68193054199219,6220731
2010-05-13,89.20608520507812,90.81547546386719,89.05281066894531,89.35169219970703,73.9610824584961,2458332
2010-05-14,88.8995361328125,92.57047271728516,88.8995361328125,91.56652069091797,75.79438781738281,4054384
2010-05-17,90.27900695800781,90.7235107421875,88.17913818359375,89.32103729248047,73.9356918334961,2177666
2010-05-18,89.59693145751953,91.2063217163086,89.42066955566406,90.23302459716797,74.69058227539062,2601114
2010-05-19,89.05281066894531,89.97245788574219,87.52005767822266,88.59297943115234,73.3330307006836,2450516
2010-05-20,88.8995361328125,91.65848541259766,88.8995361328125,91.06071472167969,75.37570190429688,3386473
2010-05-21,88.91486358642578,94.06490325927734,88.91486358642578,90.7158432006836,75.09024047851562,7053482
2010-05-24,88.8995361328125,93.17591094970703,83.99473571777344,90.99940490722656,75.32495880126953,9744781
2010-05-25,90.27900695800781,92.1183090209961,88.49335479736328,89.02215576171875,73.68828582763672,6120695
2010-05-26,91.91905212402344,91.91905212402344,87.55838012695312,89.61992645263672,74.18309020996094,32878917
2010-05-27,89.91881561279297,89.91881561279297,77.9633560180664,83.06742095947266,68.75923919677734,63544774
2010-05-28,87.36678314208984,87.36678314208984,81.24344635009766,82.79918670654297,68.5372085571289,5774527
2010-05-31,82.59992980957031,84.515869140625,81.8565444946289,83.1900405883789,68.86073303222656,3948665
2010-06-01,82.53861999511719,83.96408081054688,81.57298278808594,82.23207092285156,68.06777954101562,1661372
2010-06-02,82.46198272705078,83.51191711425781,81.54232788085938,82.89881134033203,68.61965942382812,1532388
2010-06-03,83.54257202148438,84.45455932617188,82.9294662475586,84.33193969726562,69.80596160888672,1657282
2010-06-04,84.45455932617188,85.37420654296875,83.39695739746094,84.46221923828125,69.91378021240234,1469469
2010-06-07,84.14801025390625,84.14801025390625,80.92922973632812,82.46198272705078,68.25809478759766,964573
2010-06-08,82.46198272705078,83.19770050048828,81.48868560791016,82.01748657226562,67.89015197753906,857804
2010-06-09,83.22835540771484,83.22835540771484,81.38905334472656,81.97916412353516,67.85842895507812,452421
2010-06-10,81.41970825195312,83.9180908203125,81.41970825195312,83.58855438232422,69.19060516357422,784883
2010-06-11,84.29361724853516,84.91438293457031,82.46964263916016,83.1134033203125,68.79729461669922,715530
2010-06-14,83.53490447998047,83.80313873291016,82.56927490234375,83.12106323242188,68.80364227294922,1134816
2010-06-15,83.12106323242188,83.8414535522461,82.53861999511719,83.45826721191406,69.082763671875,783813
2010-06-16,83.99473571777344,84.28595733642578,82.63058471679688,83.48126220703125,69.1017837524414,1083209
2010-06-17,82.92180633544922,84.20932006835938,82.8375015258789,83.61154174804688,69.20963287353516,755530
2010-06-18,82.9448013305664,83.80313873291016,82.15543365478516,83.24368286132812,68.90513610839844,7355802
2010-06-21,83.96408081054688,84.13268280029297,82.50029754638672,82.74553680419922,68.4927978515625,1488363
2010-06-22,82.46198272705078,83.19770050048828,81.7722396850586,82.32403564453125,68.14388275146484,1494117
2010-06-23,81.54232788085938,82.6152572631836,81.54232788085938,82.33169555664062,68.15023040771484,2187035
2010-06-24,81.54232788085938,82.7685317993164,81.54232788085938,82.00981903076172,67.88380432128906,10248829
2010-06-25,81.38905334472656,82.7685317993164,77.4039077758789,81.82588958740234,67.73155212402344,1117748
2010-06-28,81.83354949951172,82.46198272705078,81.41970825195312,82.10945129394531,67.9662857055664,1073905
2010-06-29,82.30104064941406,82.33936309814453,81.84888458251953,82.1937484741211,68.03604888916016,828549
